       290149377 function calls (285317559 primitive calls) in 474.401 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lxmlhtml.py:97(__init__)
        5    0.000    0.000    0.000    0.000 machinery.py:19(all_suffixes)
        1    0.000    0.000    0.000    0.000 mail.py:29(MailSender)
       20    0.000    0.000    0.000    0.000 mail.py:31(__init__)
       20    0.000    0.000    0.000    0.000 mail.py:42(from_settings)
        1    0.000    0.000    0.008    0.008 mail.py:5(<module>)
        1    0.000    0.000    0.009    0.009 manhole.py:14(<module>)
        1    0.000    0.000    0.000    0.000 manhole.py:168(Manhole)
        1    0.000    0.000    0.000    0.000 manhole.py:25(FileWrapper)
        1    0.000    0.000    0.000    0.000 manhole.py:270(VT102Writer)
        1    0.000    0.000    0.000    0.000 manhole.py:340(ColoredManhole)
        1    0.000    0.000    0.000    0.000 manhole.py:53(ManholeInterpreter)
      140    0.000    0.000    0.001    0.000 mbcharsetprober.py:39(__init__)
      280    0.001    0.000    0.001    0.000 mbcharsetprober.py:45(reset)
       95    4.125    0.043    7.620    0.080 mbcharsetprober.py:61(feed)
       18    0.000    0.000    0.000    0.000 mbcharsetprober.py:90(get_confidence)
       20    0.001    0.000    0.007    0.000 mbcsgroupprober.py:42(__init__)
        1    0.000    0.000    0.000    0.000 memdebug.py:15(MemoryDebugger)
       20    0.000    0.000    0.000    0.000 memdebug.py:20(from_crawler)
        1    0.000    0.000    0.000    0.000 memdebug.py:5(<module>)
        1    0.000    0.000    0.000    0.000 memusage.py:22(MemoryUsage)
       20    0.000    0.000    0.003    0.000 memusage.py:24(__init__)
       20    0.000    0.000    0.003    0.000 memusage.py:43(from_crawler)
       94    0.000    0.000    0.001    0.000 memusage.py:47(get_virtual_size)
        1    0.000    0.000    0.009    0.009 memusage.py:5(<module>)
       20    0.000    0.000    0.002    0.000 memusage.py:54(engine_started)
       18    0.000    0.000    0.000    0.000 memusage.py:69(engine_stopped)
       74    0.000    0.000    0.001    0.000 memusage.py:74(update)
        1    0.000    0.000    0.000    0.000 middleware.py:16(DownloaderMiddlewareManager)
       80    0.001    0.000    0.002    0.000 middleware.py:17(__init__)
       20    0.000    0.000    0.018    0.001 middleware.py:20(_get_mwlist_from_settings)
      240    0.000    0.000    0.001    0.000 middleware.py:25(_add_middleware)
       80    0.003    0.000    0.188    0.002 middleware.py:27(from_settings)
1763/1705    0.019    0.000    8.169    0.005 middleware.py:33(download)
19266/18686    0.038    0.000    9.029    0.000 middleware.py:34(process_request)
    10060    0.040    0.000    5.562    0.001 middleware.py:45(process_response)
        1    0.000    0.000    0.000    0.000 middleware.py:5(<module>)
       80    0.000    0.000    0.188    0.002 middleware.py:56(from_crawler)
      180    0.000    0.000    0.000    0.000 middleware.py:60(_add_middleware)
      795    0.003    0.000    0.221    0.000 middleware.py:61(process_exception)
       38    0.000    0.000    0.001    0.000 middleware.py:66(_process_parallel)
       20    0.000    0.000    0.000    0.000 middleware.py:69(_process_chain)
       20    0.000    0.000    0.001    0.000 middleware.py:76(open_spider)
       18    0.000    0.000    0.001    0.000 middleware.py:79(close_spider)
        1    0.000    0.000    0.005    0.005 mimetypes.py:196(read)
        2    0.004    0.002    0.007    0.004 mimetypes.py:207(readfp)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.005    0.005 mimetypes.py:344(init)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
      2/1    0.000    0.000    0.006    0.006 mimetypes.py:66(__init__)
     3014    0.002    0.000    0.003    0.000 mimetypes.py:80(add_type)
     1322    0.013    0.000    0.041    0.000 mimetypes.py:97(guess_type)
     3423    0.001    0.000    0.015    0.000 misc.py:117(rel_has_nofollow)
     2354    0.005    0.000    0.010    0.000 misc.py:17(arg_to_iter)
  855/841    0.002    0.000    0.110    0.000 misc.py:31(load_object)
        1    0.000    0.000    0.001    0.001 misc.py:54(walk_modules)
        1    0.000    0.000    0.000    0.000 modules.py:113(_ModuleIteratorHelper)
        1    0.000    0.000    0.000    0.000 modules.py:246(PythonAttribute)
        1    0.000    0.000    0.000    0.000 modules.py:299(PythonModule)
        1    0.000    0.000    0.000    0.000 modules.py:447(PathEntry)
        1    0.000    0.000    0.000    0.000 modules.py:472(IPathImportMapper)
        1    0.000    0.000    0.000    0.000 modules.py:490(_DefaultMapImpl)
        1    0.000    0.000    0.000    0.000 modules.py:498(_ZipMapImpl)
        1    0.000    0.000    0.000    0.000 modules.py:541(PythonPath)
        1    0.000    0.000    0.000    0.000 modules.py:561(__init__)
        1    0.000    0.000    0.004    0.004 modules.py:57(<module>)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.004    0.004 multipart.py:5(<module>)
     1459    0.000    0.000    0.000    0.000 namedtype.py:170(__bool__)
     1459    0.000    0.000    0.000    0.000 namedtype.py:173(__len__)
     1459    0.001    0.000    0.002    0.000 namedtype.py:259(getPositionByType)
     1459    0.001    0.000    0.002    0.000 namedtype.py:283(getNameByPosition)
     2918    0.001    0.000    0.001    0.000 namedtype.py:470(tagMapUnique)
     1459    0.000    0.000    0.000    0.000 namedtype.py:68(name)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:14(MIMENonMultipart)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:5(<module>)
     1719    0.000    0.000    0.000    0.000 octets.py:34(<lambda>)
       58    0.000    0.000    0.000    0.000 octets.py:36(<lambda>)
        1    0.000    0.000    0.000    0.000 offsite.py:17(OffsiteMiddleware)
       20    0.000    0.000    0.000    0.000 offsite.py:19(__init__)
       20    0.000    0.000    0.002    0.000 offsite.py:22(from_crawler)
     3462    0.011    0.000  262.498    0.076 offsite.py:28(process_spider_output)
     2405    0.008    0.000    0.085    0.000 offsite.py:44(should_follow)
        1    0.000    0.000    0.000    0.000 offsite.py:5(<module>)
       20    0.000    0.000    0.008    0.000 offsite.py:50(get_host_regex)
       60    0.000    0.000    0.000    0.000 offsite.py:55(<genexpr>)
       20    0.000    0.000    0.009    0.000 offsite.py:58(spider_opened)
        2    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
    22/20    0.000    0.000    0.002    0.000 os.py:195(makedirs)
     2203    0.002    0.000    0.006    0.000 os.py:664(__getitem__)
        1    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
     2214    0.001    0.000    0.003    0.000 os.py:687(__iter__)
     2205    0.001    0.000    0.002    0.000 os.py:742(encode)
     4351    0.001    0.000    0.003    0.000 os.py:746(decode)
     1749    0.003    0.000    0.042    0.000 parse.py:101(_encode_result)
     1749    0.007    0.000    0.012    0.000 parse.py:105(_decode_args)
     5247    0.003    0.000    0.006    0.000 parse.py:107(<genexpr>)
   192981    0.243    0.000    0.305    0.000 parse.py:109(_coerce_args)
     1749    0.014    0.000    0.039    0.000 parse.py:130(encode)
    12243    0.005    0.000    0.022    0.000 parse.py:131(<genexpr>)
     2380    0.003    0.000    0.007    0.000 parse.py:146(username)
     2380    0.001    0.000    0.003    0.000 parse.py:150(password)
     7395    0.011    0.000    0.037    0.000 parse.py:154(hostname)
     2380    0.002    0.000    0.007    0.000 parse.py:163(port)
     4760    0.004    0.000    0.006    0.000 parse.py:176(_userinfo)
     9775    0.020    0.000    0.029    0.000 parse.py:188(_hostinfo)
    55964    0.172    0.000    0.876    0.000 parse.py:359(urlparse)
    17797    0.053    0.000    0.085    0.000 parse.py:384(_splitnetloc)
    65467    0.347    0.000    0.641    0.000 parse.py:392(urlsplit)
    26744    0.013    0.000    0.013    0.000 parse.py:431(<genexpr>)
    24131    0.044    0.000    0.212    0.000 parse.py:448(urlunparse)
    27460    0.060    0.000    0.115    0.000 parse.py:459(urlunsplit)
     7063    0.053    0.000    0.296    0.000 parse.py:478(urljoin)
     4694    0.016    0.000    0.034    0.000 parse.py:547(urldefrag)
    11811    0.019    0.000    0.036    0.000 parse.py:566(unquote_to_bytes)
        1    0.000    0.000    0.001    0.001 parse.py:585(<dictcomp>)
     5116    0.003    0.000    0.004    0.000 parse.py:598(unquote)
        2    0.000    0.000    0.000    0.000 parse.py:659(parse_qsl)
        2    0.000    0.000    0.000    0.000 parse.py:683(<listcomp>)
      160    0.000    0.000    0.001    0.000 parse.py:731(__init__)
     3767    0.003    0.000    0.005    0.000 parse.py:739(__missing__)
    67742    0.083    0.000    0.459    0.000 parse.py:745(quote)
     3572    0.005    0.000    0.028    0.000 parse.py:789(quote_plus)
    67654    0.146    0.000    0.356    0.000 parse.py:806(quote_from_bytes)
    20018    0.132    0.000    0.132    0.000 parse.py:819(<listcomp>)
      389    0.004    0.000    0.012    0.000 parse.py:826(<listcomp>)
     8214    0.017    0.000    0.062    0.000 parse.py:828(urlencode)
     1022    0.002    0.000    0.022    0.000 parse.py:83(clear_cache)
     1322    0.005    0.000    0.015    0.000 parse.py:930(splittype)
   186586    0.024    0.000    0.024    0.000 parse.py:98(_noop)
     1144    0.004    0.000  212.855    0.186 parser.py:104(feed)
    31557    0.109    0.000    0.222    0.000 parser.py:123(set_cdata_mode)
  1612013    0.749    0.000    0.749    0.000 parser.py:127(clear_cdata_mode)
     1144   16.432    0.014  212.851    0.186 parser.py:134(goahead)
     1256    0.008    0.000    0.126    0.000 parser.py:256(parse_html_declaration)
      118    0.000    0.000    0.003    0.000 parser.py:277(parse_bogus_comment)
        1    0.000    0.000    0.000    0.000 parser.py:289(parse_pi)
  1755445   19.339    0.000  128.273    0.000 parser.py:301(parse_starttag)
  1755445    2.655    0.000   10.787    0.000 parser.py:352(check_for_whole_start_tag)
  1612021    6.566    0.000   40.615    0.000 parser.py:386(parse_endtag)
     1144    0.003    0.000    0.009    0.000 parser.py:87(__init__)
     1144    0.004    0.000    0.006    0.000 parser.py:96(reset)
        2    0.000    0.000    0.000    0.000 pkgutil.py:110(iter_modules)
        2    0.000    0.000    0.000    0.000 pkgutil.py:141(_iter_file_finder_modules)
        1    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
        1    0.000    0.000    0.000    0.000 pkgutil.py:594(get_data)
        1    0.000    0.000    0.005    0.005 plugin.py:11(<module>)
        1    0.000    0.000    0.000    0.000 plugin.py:20(_determinePickleModule)
        1    0.000    0.000    0.000    0.000 plugin.py:41(IPlugin)
        1    0.000    0.000    0.000    0.000 plugin.py:52(CachedPlugin)
        1    0.000    0.000    0.000    0.000 plugin.py:81(CachedDropin)
     3068    0.003    0.000    0.006    0.000 policies.py:113(__getattr__)
     7156    0.010    0.000   22.907    0.003 policies.py:119(dataReceived)
      393    0.002    0.000    3.816    0.010 policies.py:123(connectionLost)
      405    0.001    0.000    0.001    0.000 policies.py:136(__init__)
      518    0.001    0.000    0.003    0.000 policies.py:148(doStart)
      518    0.002    0.000    0.004    0.000 policies.py:153(doStop)
      393    0.002    0.000    0.004    0.000 policies.py:170(buildProtocol)
      786    0.001    0.000    0.001    0.000 policies.py:174(registerProtocol)
      393    0.001    0.000    0.001    0.000 policies.py:181(unregisterProtocol)
      393    0.002    0.000    0.003    0.000 policies.py:25(_wrappedLogPrefix)
      393    0.000    0.000    0.000    0.000 policies.py:53(__init__)
      393    0.000    0.000    0.004    0.000 policies.py:58(logPrefix)
      393    0.002    0.000    0.007    0.000 policies.py:66(makeConnection)
        1    0.000    0.000    0.000    0.000 policy.py:25(EmailPolicy)
        1    0.000    0.000    0.004    0.004 policy.py:3(<module>)
        1    0.000    0.000    0.000    0.000 policy.py:92(__init__)
        1    0.000    0.000    0.000    0.000 posixbase.py:129(__init__)
      191    0.000    0.000    0.000    0.000 posixbase.py:138(<lambda>)
       95    0.000    0.000    0.002    0.000 posixbase.py:141(doRead)
       95    0.000    0.000    0.000    0.000 posixbase.py:145(<lambda>)
       12    0.000    0.000    0.000    0.000 posixbase.py:169(wakeUp)
        1    0.000    0.000    0.000    0.000 posixbase.py:199(__init__)
        1    0.000    0.000    0.000    0.000 posixbase.py:203(install)
        1    0.000    0.000    0.000    0.000 posixbase.py:217(doRead)
      541    0.004    0.000    4.013    0.007 posixbase.py:237(_disconnectSelectable)
        1    0.000    0.000    0.000    0.000 posixbase.py:290(_handleSignals)
      210    0.000    0.000    0.014    0.000 posixbase.py:476(listenTCP)
      685    0.002    0.000    0.101    0.000 posixbase.py:481(connectTCP)
        1    0.000    0.000    0.000    0.000 posixbase.py:517(_removeAll)
     7013    0.036    0.000   31.884    0.005 posixbase.py:555(_doReadOrWrite)
        1    0.000    0.000    0.000    0.000 posixbase.py:717(removeAll)
     3471    0.003    0.000    0.003    0.000 posixbase.py:743(isReading)
     3943    0.002    0.000    0.002    0.000 posixbase.py:757(isWriting)
       22    0.000    0.000    0.000    0.000 posixpath.py:102(split)
     7536    0.035    0.000    0.064    0.000 posixpath.py:119(splitext)
     3808    0.013    0.000    0.025    0.000 posixpath.py:142(basename)
        2    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:230(expanduser)
        2    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:367(abspath)
     3843    0.004    0.000    0.005    0.000 posixpath.py:39(_get_sep)
     4942    0.014    0.000    0.022    0.000 posixpath.py:50(normcase)
        2    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
        7    0.000    0.000    0.000    0.000 posixpath.py:73(join)
       98    0.000    0.000    0.028    0.000 pprint.py:142(pformat)
  1005/98    0.002    0.000    0.028    0.000 pprint.py:154(_format)
       18    0.000    0.000    0.015    0.001 pprint.py:180(_pprint_dict)
       60    0.000    0.000    0.003    0.000 pprint.py:207(_pprint_list)
       18    0.001    0.000    0.013    0.001 pprint.py:333(_format_dict_items)
       60    0.001    0.000    0.003    0.000 pprint.py:350(_format_items)
     1492    0.001    0.000    0.020    0.000 pprint.py:391(_repr)
     1492    0.001    0.000    0.018    0.000 pprint.py:400(format)
2886/1492    0.011    0.000    0.017    0.000 pprint.py:490(_safe_repr)
